"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.835989213E1,-8.745999932E-1,-2.259399891E0,-5.228999853E-1
9.836989213E1,-5.568000078E-1,-1.755199909E0,-3.533000052E-1
9.837989213E1,-3.513999879E-1,-1.322099924E0,-4.296999872E-1
9.838989213E1,-1.689999998E-1,-8.898999691E-1,-4.948000014E-1
9.839989370E1,-6.639999896E-2,-5.471999645E-1,-4.399999976E-1
9.840989370E1,-3.819999844E-2,-2.442999929E-1,-6.290000081E-1
9.841989213E1,-5.200000014E-3,5.759999901E-2,-5.902999640E-1
9.842989213E1,3.559999913E-2,3.789999783E-1,-2.653000057E-1
9.843989213E1,1.589999907E-2,6.595999599E-1,3.449999914E-2
9.844989213E1,-4.949999973E-2,8.213999867E-1,6.099999882E-3
9.845989213E1,-4.429999739E-2,9.825999737E-1,9.699999355E-3
9.846989213E1,1.054999977E-1,1.093699932E0,-3.364999890E-1
9.847989213E1,8.150000125E-2,1.186699986E0,-6.182000041E-1
9.848989213E1,-3.309999779E-2,1.309700012E0,-8.621000051E-1
9.849989213E1,-2.274999917E-1,1.492999911E0,-6.184999943E-1
9.850989213E1,-3.664999902E-1,1.656099916E0,-5.080000162E-1
9.851989213E1,-1.906999946E-1,1.916999936E0,-2.166000009E-1
9.852989213E1,1.409000009E-1,2.297600031E0,1.889999956E-2
9.853989213E1,4.936999977E-1,2.747299910E0,2.950000018E-2
9.854989213E1,7.569999695E-1,3.070499897E0,-1.900999993E-1
9.855989213E1,9.620999694E-1,3.217499971E0,-2.053999901E-1
9.856989213E1,9.718999863E-1,3.207299948E0,-1.806000024E-1
9.857989213E1,9.264000058E-1,3.197000027E0,-2.836000025E-1
9.858989213E1,8.425999880E-1,3.177299976E0,-2.421999872E-1
9.859989213E1,8.007999659E-1,3.051299810E0,2.214999944E-1
9.860989213E1,6.251999736E-1,2.700700045E0,9.832999706E-1
9.861989213E1,4.508000016E-1,2.242699862E0,1.997299910E0
9.862989213E1,5.788999796E-1,1.764999986E0,2.816099882E0
9.863989213E1,5.681999922E-1,1.413800001E0,3.258100033E0
9.864989213E1,5.724999905E-1,1.002900004E0,3.284499884E0
9.865989213E1,7.074999809E-1,6.583999991E-1,2.873600006E0
9.866989213E1,1.036700010E0,4.484999776E-1,2.402299881E0
9.867989213E1,1.189299941E0,1.105999947E-1,1.483199954E0
9.868989213E1,1.391099930E0,-2.170999944E-1,3.871999979E-1
9.869989213E1,1.401399970E0,-5.430999994E-1,-3.172999918E-1
9.870989213E1,1.177299976E0,-9.846999645E-1,-9.691999555E-1
9.871989213E1,7.831999660E-1,-1.453099966E0,-1.442199945E0
9.872989213E1,2.489999980E-1,-1.920099974E0,-1.640699983E0
9.873989213E1,-1.700999886E-1,-2.264400005E0,-1.426599979E0
9.874989213E1,-5.735999942E-1,-2.648000002E0,-9.741999507E-1
9.875989213E1,-8.862999678E-1,-2.894699812E0,-8.883000016E-1
9.876989213E1,-7.508999705E-1,-2.946499825E0,-7.515000105E-1
9.877989213E1,-3.791999817E-1,-2.745899916E0,-5.884000063E-1
9.878989213E1,4.549999908E-2,-2.585599899E0,-6.689999700E-1
9.879989213E1,2.694999874E-1,-2.554699898E0,-5.415999889E-1
9.880989213E1,5.738999844E-1,-2.525199890E0,-6.281999946E-1
9.881989213E1,7.443999648E-1,-2.516799927E0,-9.770999551E-1
9.882989213E1,7.579999566E-1,-2.597699881E0,-1.335099936E0
9.883989213E1,6.588999629E-1,-2.687799931E0,-1.369400024E0
9.884989213E1,4.306999743E-1,-2.807499886E0,-1.416599989E0
9.885989213E1,-6.350000203E-2,-2.917899847E0,-1.592899919E0
9.886989213E1,-4.337999821E-1,-2.971199989E0,-1.695299983E0
9.887989213E1,-6.977999806E-1,-2.916599989E0,-1.708299994E0
9.888989213E1,-7.189999819E-1,-2.724999905E0,-1.452999949E0
9.889989213E1,-7.332999706E-1,-2.327899933E0,-1.341399908E0
9.890989213E1,-7.998999953E-1,-1.930299997E0,-1.308599949E0
9.891989213E1,-7.130999565E-1,-1.378799915E0,-1.257300019E0
9.892989213E1,-6.477000117E-1,-7.272999883E-1,-1.302799940E0
9.893989213E1,-5.062000155E-1,-1.172999963E-1,-1.735599995E0
9.894989213E1,-4.910999835E-1,4.120000005E-1,-2.134899855E0
9.895989213E1,-4.902999997E-1,8.059999943E-1,-2.498100042E0
9.896989213E1,-5.320999622E-1,1.210799932E0,-2.496899843E0
9.897989213E1,-5.113999844E-1,1.500399947E0,-1.974199891E0
9.898989213E1,-6.294999719E-1,1.770699978E0,-1.329800010E0
9.899989213E1,-7.342000008E-1,2.002699852E0,-5.277000070E-1
9.900989213E1,-9.406999946E-1,2.009299994E0,2.707999945E-1
9.901989213E1,-9.969999790E-1,2.084800005E0,1.092000008E0
9.902989213E1,-7.353999615E-1,2.316299915E0,1.588699937E0
9.903989213E1,-1.860999912E-1,2.635200024E0,2.242599964E0
9.904989213E1,2.010999918E-1,2.865999937E0,2.811300039E0
9.905989213E1,2.166000009E-1,2.858199835E0,2.530299902E0
9.906989213E1,-2.956999838E-1,2.728099823E0,6.877999902E-1
9.907989213E1,-5.764999986E-1,2.912799835E0,-1.143599987E0
9.908989213E1,-7.827000022E-1,3.156899929E0,-2.791599989E0
9.909989213E1,-1.088199973E0,3.294299841E0,-3.971499920E0
9.910989213E1,-1.227100015E0,3.267199993E0,-4.086499691E0
9.911989213E1,-1.080500007E0,3.105499983E0,-2.774999857E0
9.912989213E1,-5.500000119E-1,2.976199865E0,-4.395999908E-1
9.913989213E1,-1.419000030E-1,2.711099863E0,1.893000007E0
9.914989213E1,-7.669999450E-2,2.142799854E0,3.411000013E0
9.915989213E1,-3.411999941E-1,1.466699958E0,3.934799910E0
9.916989213E1,-7.799999714E-1,8.690999746E-1,3.625099897E0
9.917989213E1,-1.265200019E0,2.712000012E-1,2.893299818E0
9.918989213E1,-1.655900002E0,-2.483000010E-1,1.744899988E0
9.919989213E1,-1.920599937E0,-6.013000011E-1,3.817999959E-1
9.920989213E1,-1.777399898E0,-7.675999999E-1,-4.255999923E-1
9.921989213E1,-1.348699927E0,-9.426999688E-1,-8.758999705E-1
9.922989213E1,-7.274000049E-1,-1.077700019E0,-7.725999951E-1
9.923989213E1,7.750000060E-2,-1.103600025E0,-3.841999769E-1
9.924989213E1,6.888999939E-1,-1.139500022E0,2.402999997E-1
9.925989213E1,9.630999565E-1,-1.380100012E0,4.558999836E-1
9.926989213E1,8.513999581E-1,-1.747200012E0,8.825999498E-1
9.927989213E1,4.302999973E-1,-2.273000002E0,8.457999825E-1
9.928989213E1,9.699999355E-3,-2.757400036E0,6.298999786E-1
9.929989213E1,-3.893999755E-1,-3.262199879E0,5.238999724E-1
9.930989213E1,-7.578999996E-1,-3.737799883E0,2.953000069E-1
9.931989213E1,-1.149799943E0,-4.204499722E0,-3.819999844E-2
9.932989213E1,-1.338799953E0,-4.447099686E0,-4.590999782E-1
9.933989213E1,-1.389099956E0,-4.464399815E0,-8.139999509E-1
9.934989213E1,-1.188099980E0,-4.305900097E0,-1.137300014E0
9.935989213E1,-9.423999786E-1,-4.068999767E0,-1.020099998E0
9.936989370E1,-7.495999932E-1,-3.744599819E0,-1.395599961E0
9.937989213E1,-5.699999928E-1,-3.214299917E0,-1.533100009E0
9.938989370E1,-3.657999933E-1,-2.674099922E0,-1.506699920E0
9.939989213E1,-3.398999870E-1,-2.163199902E0,-1.548299909E0
9.940989213E1,-2.617000043E-1,-1.554099917E0,-1.298799992E0
9.941989370E1,-2.917999923E-1,-8.956999779E-1,-9.133999944E-1
9.942989370E1,-7.090000063E-2,3.659999743E-2,-4.675999880E-1
9.943989213E1,8.569999784E-2,8.014000058E-1,-5.385999680E-1
9.944989213E1,2.601000071E-1,1.643999934E0,-4.230999947E-1
9.945989213E1,3.458999991E-1,2.269999981E0,-5.730999708E-1
9.946989213E1,1.507000029E-1,2.512599945E0,-3.906999826E-1
9.947989213E1,-1.263999939E-1,2.568699837E0,-4.467999935E-1
9.948989213E1,-4.087999761E-1,2.603799820E0,-3.400000036E-1
9.949989213E1,-6.945999861E-1,2.630199909E0,-3.940999806E-1
9.950989213E1,-7.644999623E-1,2.608099937E0,-5.909999833E-2
9.951989213E1,-6.816999912E-1,2.557099819E0,5.704999566E-1
9.952989213E1,-6.031999588E-1,2.555500031E0,6.762999892E-1
9.953989213E1,-3.976999819E-1,2.592399836E0,3.766999841E-1
9.954989213E1,-4.050999880E-1,2.452399969E0,6.025999784E-1
9.955989213E1,-3.676999807E-1,2.174900055E0,8.920999765E-1
9.956989213E1,-2.242999971E-1,2.142999887E0,8.889999986E-1
9.957989213E1,2.510000020E-2,2.258100033E0,3.921999931E-1
9.958989213E1,5.266999602E-1,2.598099947E0,-7.692999840E-1
9.959989213E1,1.043099999E0,2.908900023E0,-1.811499953E0
9.960989213E1,1.461699963E0,3.062000036E0,-2.368899822E0
9.961989213E1,1.869799972E0,3.077899933E0,-2.286499977E0
9.962989213E1,2.059200048E0,2.821099997E0,-1.218599916E0
9.963989213E1,1.862599969E0,2.123699903E0,2.043999881E-1
9.964989213E1,1.366899967E0,1.279600024E0,1.614300013E0
9.965989213E1,1.013899922E0,3.964999914E-1,2.410399914E0
9.966989213E1,7.845999599E-1,-4.667999744E-1,2.393399954E0
9.967989213E1,5.920999646E-1,-1.065099955E0,2.037499905E0
9.968989213E1,5.162999630E-1,-1.280499935E0,1.639699936E0
9.969989213E1,5.315999985E-1,-1.436699986E0,1.341099977E0
9.970989213E1,5.938000083E-1,-1.504499912E0,1.302799940E0
9.971989213E1,5.715999603E-1,-1.660399914E0,9.519999623E-1
9.972989213E1,5.383999944E-1,-1.815799952E0,6.656000018E-1
9.973989213E1,4.846999943E-1,-1.969099998E0,1.889999956E-2
9.974989213E1,2.465999871E-1,-2.012500048E0,-5.475000143E-1
9.975989213E1,-6.799999624E-2,-2.309299946E0,-1.281599998E0
9.976989213E1,-3.744999766E-1,-2.446499825E0,-1.327199936E0
9.977989213E1,-5.583999753E-1,-2.516099930E0,-1.554700017E0
9.978989213E1,-5.647000074E-1,-2.409499884E0,-1.450500011E0
9.979989213E1,-1.255999953E-1,-2.069499969E0,-1.083899975E0
9.980989213E1,5.058000088E-1,-1.698899984E0,-6.200000048E-1
9.981989213E1,8.718999624E-1,-1.484300017E0,-3.769999743E-2
9.982989213E1,1.255699992E0,-1.292899966E0,4.824000001E-1
9.983989213E1,1.534199953E0,-1.267099977E0,7.450000048E-1
9.984989213E1,1.692600012E0,-1.371500015E0,9.183999896E-1
9.985989213E1,1.687600017E0,-1.644400001E0,1.096699953E0
9.986989213E1,1.382200003E0,-2.007400036E0,7.896999717E-1
9.987989213E1,1.014299989E0,-2.312799931E0,5.853999853E-1
9.988989213E1,4.312999845E-1,-2.727900028E0,3.486999869E-1
9.989989213E1,-1.144999936E-1,-3.027699947E0,5.299999844E-3
9.990989213E1,-4.626999795E-1,-3.180399895E0,-6.171999574E-1
9.991989213E1,-6.405999660E-1,-3.137599945E0,-1.184099913E0
9.992989213E1,-6.988999844E-1,-2.996699810E0,-1.422399998E0
9.993989213E1,-6.378999949E-1,-2.697799921E0,-1.742499948E0
9.994989213E1,-5.044999719E-1,-2.223500013E0,-2.051300049E0
9.995989213E1,-2.680999935E-1,-1.640799999E0,-2.272099972E0
9.996989213E1,-4.499999806E-2,-9.994999766E-1,-2.183199883E0
9.997989213E1,-1.399999950E-2,-4.054999948E-1,-2.215499878E0
9.998989213E1,-4.690000042E-2,9.099999815E-2,-2.490700006E0
9.999989213E1,-1.911000013E-1,5.103999972E-1,-2.522899866E0
1.000098921E2,-4.101999998E-1,9.117999673E-1,-2.040400028E0
1.000198921E2,-6.018999815E-1,1.147699952E0,-1.199100018E0
1.000298921E2,-6.704999804E-1,1.394099951E0,-1.256999969E-1
1.000398921E2,-8.154999614E-1,1.700699925E0,6.620999575E-1
1.000498921E2,-5.561000109E-1,2.163599968E0,1.223500013E0
1.000598921E2,-1.449999958E-1,2.497999907E0,1.559899926E0
1.000698921E2,6.689999998E-2,2.742499828E0,1.801999927E0
1.000798921E2,2.091999948E-1,3.093600035E0,2.054800034E0
1.000898921E2,-1.798999906E-1,3.294299841E0,1.412099957E0
1.000998921E2,-5.782999992E-1,3.384799957E0,-5.623999834E-1
1.001098921E2,-6.658999920E-1,3.777299881E0,-1.650599957E0
1.001198921E2,-8.299999833E-1,4.064199924E0,-2.882299900E0
1.001298921E2,-1.049600005E0,4.097199917E0,-3.542500019E0
1.001398921E2,-9.516999722E-1,3.926800013E0,-3.355299950E0
1.001498921E2,-6.539999843E-1,3.737499952E0,-2.197999954E0
1.001598921E2,-2.335999906E-1,3.491099834E0,-3.459999859E-1
1.001698921E2,3.039999865E-2,2.892199993E0,1.421899915E0
1.001798921E2,-9.229999781E-2,2.146699905E0,2.544499874E0
1.001898921E2,-4.147999883E-1,1.352499962E0,3.033699989E0
1.001998921E2,-6.771999598E-1,6.958000064E-1,3.079099894E0
1.002098921E2,-1.006999969E0,9.759999812E-2,2.065399885E0
1.002198921E2,-1.352599978E0,-3.838000000E-1,5.508999825E-1
1.002298921E2,-1.362499952E0,-8.752999902E-1,-5.795999765E-1
1.002398921E2,-1.183699965E0,-1.386699915E0,-1.359799981E0
1.002498921E2,-8.964999914E-1,-1.760399938E0,-1.962599993E0
1.002598921E2,-4.959999919E-1,-1.985399961E0,-2.168599844E0
1.002698921E2,-8.100000210E-3,-2.159499884E0,-1.766600013E0
1.002798921E2,3.086999953E-1,-2.391399860E0,-9.546999931E-1
1.002898921E2,4.052000046E-1,-2.797799826E0,-3.714999855E-1
1.002998921E2,7.819999754E-2,-3.291399956E0,-1.511999965E-1
1.003098921E2,-3.288999796E-1,-3.684599876E0,-3.822000027E-1
1.003198921E2,-6.387999654E-1,-3.921000004E0,-5.569999814E-1
1.003298921E2,-8.616999984E-1,-3.959599972E0,-5.917999744E-1
1.003398921E2,-1.137599945E0,-3.869499922E0,-3.836999834E-1
1.003498921E2,-1.273599982E0,-3.810799837E0,1.581999958E-1
1.003598921E2,-1.446599960E0,-3.740299940E0,3.404999971E-1
1.003698921E2,-1.445599914E0,-3.531799793E0,5.643000007E-1
1.003798921E2,-1.293599963E0,-3.267699957E0,7.142999768E-1
1.003898937E2,-1.099399924E0,-2.907299995E0,6.814999580E-1
1.003998921E2,-9.479999542E-1,-2.597699881E0,3.278000057E-1
1.004098921E2,-8.070999980E-1,-2.171999931E0,-1.824999899E-1
1.004198921E2,-5.570999980E-1,-1.658899903E0,-8.151999712E-1
1.004298921E2,-1.407999992E-1,-1.029199958E0,-1.033100009E0
1.004398921E2,1.577999890E-1,-3.893999755E-1,-1.281399965E0
1.004498921E2,1.682000011E-1,4.419999942E-2,-1.276199937E0
1.004598921E2,3.576000035E-1,4.377999902E-1,-1.153499961E0
1.004698921E2,4.386000037E-1,8.016999960E-1,-8.854999542E-1
1.004798921E2,4.478999972E-1,1.135499954E0,-7.736999989E-1
1.004898921E2,5.464000106E-1,1.537199974E0,-9.754999876E-1
1.004998921E2,5.048999786E-1,1.800999999E0,-8.041999936E-1
1.005098921E2,2.931999862E-1,1.907599926E0,-3.583000004E-1
1.005198921E2,-3.480000049E-2,1.974099994E0,-1.167999953E-1
1.005298921E2,-2.333999872E-1,2.119199991E0,-2.057999969E-1
1.005398921E2,-3.671000004E-1,2.273999929E0,-4.693999887E-1
1.005498921E2,-4.037999809E-1,2.429299831E0,-8.298999667E-1
1.005598921E2,-2.557999790E-1,2.506299973E0,-9.056999683E-1
1.005698937E2,-1.325999945E-1,2.524799824E0,-6.685999632E-1
1.005798921E2,6.669999659E-2,2.524499893E0,3.911999762E-1
1.005898921E2,2.477999926E-1,2.514299870E0,1.287400007E0
1.005998921E2,5.680999756E-1,2.513200045E0,2.012599945E0
1.006098921E2,1.006899953E0,2.559799910E0,1.944199920E0
1.006198921E2,1.456799984E0,2.751499891E0,1.340699911E0
1.006298921E2,1.868399978E0,2.893599987E0,7.412999868E-1
1.006398921E2,2.125699997E0,2.836799860E0,-3.662999868E-1
1.006498921E2,2.116600037E0,2.544100046E0,-1.373199940E0
1.006598921E2,1.922699928E0,2.163599968E0,-1.610199928E0
1.006698921E2,1.249799967E0,1.611099958E0,-1.197600007E0
1.006798921E2,4.375000000E-1,8.170999885E-1,-6.204999685E-1
1.006898921E2,-1.843999922E-1,-2.329999954E-2,1.841999888E-1
1.006998921E2,-7.690999508E-1,-7.331999540E-1,6.143000126E-1
1.007098921E2,-7.655999660E-1,-9.996999502E-1,1.037899971E0
1.007198921E2,-2.787999809E-1,-9.093999863E-1,1.946799994E0
1.007298921E2,2.087999880E-1,-8.594999909E-1,2.665199995E0
1.007398921E2,8.789999485E-1,-7.315999866E-1,3.215799809E0
1.007498921E2,1.316499949E0,-7.423999906E-1,2.855700016E0
1.007598921E2,1.399399996E0,-9.323999882E-1,1.811800003E0
1.007698921E2,1.222399950E0,-1.236599922E0,6.742999554E-1
1.007798937E2,7.680999637E-1,-1.699800014E0,-2.316999882E-1
1.007898921E2,3.048999906E-1,-2.226399899E0,-7.710999846E-1
1.007998937E2,-8.739999682E-2,-2.666199923E0,-1.341599941E0
1.008098921E2,-2.710999846E-1,-2.880800009E0,-1.730199933E0
1.008198921E2,-2.029999942E-1,-2.969499826E0,-2.105799913E0
1.008298921E2,-7.259999961E-2,-2.983299971E0,-1.844699979E0
1.008398921E2,8.299999684E-2,-2.919699907E0,-1.421700001E0
1.008498921E2,2.171999961E-1,-2.770499945E0,-8.524999619E-1
1.008598921E2,4.368999898E-1,-2.554399967E0,-4.287000000E-1
1.008698921E2,8.976999521E-1,-2.221699953E0,-1.009999961E-1
1.008798921E2,1.347100019E0,-1.928699970E0,-1.935999990E-1
1.008898921E2,1.635699987E0,-1.655399919E0,-6.349999905E-1
1.008998921E2,1.784899950E0,-1.528800011E0,-1.005399942E0
1.009098921E2,1.557399988E0,-1.617999911E0,-1.120399952E0
1.009198921E2,1.079200029E0,-1.942499995E0,-8.104999661E-1
1.009298921E2,4.769999981E-1,-2.315999985E0,-5.184999704E-1
1.009398921E2,-3.039000034E-1,-2.562999964E0,-5.491999984E-1
1.009498921E2,-8.409000039E-1,-2.703399897E0,-7.780999541E-1
1.009598921E2,-1.017599940E0,-2.569099903E0,-9.511999488E-1
1.009698921E2,-9.037999511E-1,-2.014400005E0,-8.015999794E-1
1.009798921E2,-6.855999827E-1,-1.409799933E0,-1.080099940E0
1.009898921E2,-5.620999932E-1,-8.463000059E-1,-1.482399940E0
1.009998921E2,-3.273999989E-1,-1.661999971E-1,-1.570799947E0
1.010098921E2,-8.299999684E-2,4.761999846E-1,-1.862899899E0
1.010198921E2,3.619999811E-2,1.100099921E0,-1.611899972E0
1.010298921E2,2.139999904E-2,1.500199914E0,-6.367999911E-1
1.010398921E2,-7.059999555E-2,1.890299916E0,3.578999937E-1
1.010498921E2,9.209999442E-2,2.279999971E0,1.365099907E0
1.010598921E2,3.145000041E-1,2.540999889E0,2.114399910E0
1.010698921E2,3.222000003E-1,2.661499977E0,2.067100048E0
1.010798921E2,2.725999951E-1,2.879599810E0,1.973899961E0
1.010898921E2,1.445999891E-1,2.949299812E0,1.772499919E0
1.010998921E2,-1.693999916E-1,2.941099882E0,8.826999664E-1
1.011098921E2,-5.345000029E-1,3.234200001E0,-8.291999698E-1
1.011198921E2,-9.325000048E-1,3.673199892E0,-2.544999838E0
1.011298921E2,-1.105599999E0,4.068500042E0,-3.607800007E0
1.011398921E2,-1.098899961E0,4.237400055E0,-3.811599970E0
1.011498921E2,-9.824000001E-1,4.154900074E0,-3.219799995E0
1.011598921E2,-4.317999780E-1,4.045700073E0,-1.993599892E0
1.011698921E2,1.144999936E-1,3.889899969E0,-5.879999697E-2
1.011798921E2,2.671999931E-1,3.401700020E0,1.820499897E0
1.011898921E2,-6.549999863E-2,2.522099972E0,3.365599871E0
1.011998921E2,-4.986999929E-1,1.770799994E0,4.116399765E0
1.012098921E2,-1.107399940E0,9.402999878E-1,4.002599716E0
1.012198921E2,-1.792299986E0,5.059999973E-2,3.186800003E0
1.012298921E2,-2.325899839E0,-6.922000051E-1,1.860299945E0
1.012398921E2,-2.592700005E0,-1.102399945E0,5.127999783E-1
1.012498921E2,-2.479899883E0,-1.472899914E0,-5.439999700E-1
1.012598921E2,-2.237400055E0,-1.793900013E0,-1.101499915E0
1.012698921E2,-1.653399944E0,-1.936800003E0,-1.428799987E0
1.012798921E2,-1.093400002E0,-2.108799934E0,-1.695599914E0
1.012898921E2,-6.348999739E-1,-2.220200062E0,-1.508899927E0
1.012998921E2,-1.551999897E-1,-2.260799885E0,-9.343000054E-1
1.013098921E2,2.399999946E-1,-2.282099962E0,-3.368999958E-1
1.013198921E2,2.031999975E-1,-2.386299849E0,6.300000101E-2
1.013298921E2,-4.969999939E-2,-2.602299929E0,4.447999895E-1
1.013398921E2,-4.114999771E-1,-2.832599878E0,7.924999595E-1
1.013498921E2,-7.550999522E-1,-3.065500021E0,1.122699976E0
1.013598921E2,-1.093699932E0,-3.318799973E0,1.495999932E0
1.013698921E2,-1.186200023E0,-3.426499844E0,1.515299916E0
1.013798921E2,-1.175499916E0,-3.370999813E0,1.066100001E0
1.013898921E2,-1.223500013E0,-3.326200008E0,5.234000087E-1
1.013998921E2,-1.264299989E0,-3.332799911E0,1.329999976E-2
1.014098937E2,-1.325999975E0,-3.252899885E0,-4.582999945E-1
1.014198937E2,-1.194899917E0,-2.987900019E0,-5.888999701E-1
1.014298921E2,-9.953999519E-1,-2.595799923E0,-4.915999770E-1
1.014398921E2,-9.513999820E-1,-2.302599907E0,-5.486999750E-1
1.014498921E2,-9.123999476E-1,-2.001100063E0,-7.774999738E-1
1.014598921E2,-7.160999775E-1,-1.523499966E0,-1.132300019E0
1.014698921E2,-5.123999715E-1,-9.784999490E-1,-1.406599998E0
1.014798921E2,-3.253999949E-1,-3.932999969E-1,-1.520099998E0
1.014898921E2,-2.678999901E-1,3.570000082E-2,-1.102100015E0
1.014998921E2,-4.553000033E-1,2.205999941E-1,-5.852000117E-1
1.015098921E2,-7.315999866E-1,4.751999974E-1,-1.110999957E-1
1.015198921E2,-9.648999572E-1,7.206999660E-1,2.807999849E-1
1.015298921E2,-1.316900015E0,9.855999947E-1,1.650999933E-1
1.015398921E2,-1.411199927E0,1.376999974E0,-3.482999802E-1
1.015498921E2,-1.373799920E0,1.825899959E0,-9.019999504E-1
1.015598921E2,-1.004799962E0,2.539499998E0,-8.877999783E-1
1.015698921E2,-6.092000008E-1,3.027699947E0,-8.104999661E-1
1.015798921E2,-1.215000004E-1,3.448400021E0,-6.089999676E-1
1.015898921E2,3.725000024E-1,3.900299788E0,-1.692999899E-1
1.015998921E2,7.602999806E-1,4.226999760E0,6.911000013E-1
1.016098921E2,9.567999840E-1,4.300399780E0,1.532799959E0
1.016198921E2,8.939999938E-1,4.156199932E0,2.145599842E0
1.016298921E2,6.381999850E-1,3.783799887E0,2.366799831E0
1.016398921E2,4.201999903E-1,3.457000017E0,1.976099968E0
1.016498921E2,1.662999988E-1,3.118099928E0,9.113000035E-1
1.016598921E2,3.143999875E-1,3.010599852E0,-2.094999999E-1
1.016698921E2,5.755000114E-1,3.095700026E0,-1.100999951E0
1.016798921E2,8.728999496E-1,3.124199867E0,-1.195400000E0
1.016898921E2,1.345700026E0,2.938199997E0,-4.004999995E-1
1.016998921E2,1.628299952E0,2.744199991E0,6.588000059E-1
1.017098921E2,1.696900010E0,2.444000006E0,1.714800000E0
1.017198921E2,1.466799974E0,1.821099997E0,2.504400015E0
1.017298921E2,1.177099943E0,1.022499919E0,2.539999962E0
1.017398921E2,8.884999752E-1,2.513999939E-1,2.012799978E0
1.017498921E2,7.046999931E-1,-4.725999832E-1,1.513599992E0
1.017598921E2,6.407999992E-1,-9.993000031E-1,7.274000049E-1
1.017698921E2,7.296999693E-1,-1.338999987E0,-4.969999939E-2
1.017798921E2,7.274999619E-1,-1.657899976E0,-6.455000043E-1
1.017898921E2,4.663999975E-1,-2.111799955E0,-9.194999933E-1
1.017998921E2,2.872000039E-1,-2.456399918E0,-1.046499968E0
1.018098921E2,6.759999692E-2,-2.769299984E0,-1.097800016E0
1.018198921E2,-1.808999926E-1,-3.069399834E0,-1.029600024E0
1.018298921E2,-4.073999822E-1,-3.269999981E0,-9.063999653E-1
1.018398921E2,-4.652999938E-1,-3.361299992E0,-5.429999828E-1
1.018498921E2,-4.526999891E-1,-3.384899855E0,-3.464999795E-1
1.018598921E2,-2.653000057E-1,-3.280399799E0,-2.856999934E-1
1.018698921E2,-4.239999875E-2,-3.235199928E0,-3.148999810E-1
1.018798937E2,-2.859999985E-2,-3.261799812E0,-2.798999846E-1
1.018898921E2,1.929999888E-1,-3.190899849E0,-4.107999802E-1
1.018998921E2,3.322999775E-1,-3.111999989E0,-6.024000049E-1
1.019098921E2,4.931999743E-1,-3.024199963E0,-9.754999876E-1
1.019198921E2,5.899999738E-1,-2.936599970E0,-1.299700022E0
1.019298921E2,7.184000015E-1,-2.907399893E0,-1.465199947E0
1.019398921E2,7.044999599E-1,-2.916899920E0,-1.400900006E0
1.019498921E2,4.939000010E-1,-3.004400015E0,-1.393000007E0
1.019598921E2,1.929999888E-1,-3.032999992E0,-1.398999929E0
1.019698921E2,-1.625999957E-1,-3.130800009E0,-1.375000000E0
1.019798921E2,-5.460000038E-1,-3.111299992E0,-1.447600007E0
1.019898921E2,-7.857999802E-1,-2.875999928E0,-1.547999978E0
1.019998921E2,-8.138999939E-1,-2.434499979E0,-1.589100003E0
1.020098921E2,-8.479999900E-1,-1.884799957E0,-1.726899981E0
1.020198921E2,-6.348999739E-1,-1.197499990E0,-1.842399955E0
1.020298921E2,-5.212000012E-1,-5.203999877E-1,-1.945099950E0
1.020398921E2,-4.571999907E-1,1.660999954E-1,-2.193099976E0
1.020498921E2,-5.381000042E-1,7.743999958E-1,-2.138799906E0
1.020598921E2,-7.008000016E-1,1.186900020E0,-1.864699960E0
1.020698921E2,-8.608999848E-1,1.669899940E0,-1.385900021E0
1.020798921E2,-9.491999745E-1,2.123699903E0,-8.021999598E-1
1.020898921E2,-1.016899943E0,2.471600056E0,-1.613999903E-1
1.020998921E2,-1.095899940E0,2.808799982E0,5.644999743E-1
1.021098921E2,-1.021899939E0,3.066399813E0,1.356799960E0
1.021198921E2,-6.096000075E-1,3.410799980E0,2.091399908E0
1.021298921E2,-4.059999809E-2,3.782799959E0,2.619899988E0
1.021398921E2,3.809999824E-1,4.014899731E0,3.054299831E0
1.021498921E2,2.811000049E-1,3.998299837E0,2.738899946E0
1.021598921E2,-1.895999908E-1,3.582799911E0,1.140599966E0
1.021698921E2,-7.813000083E-1,3.274499893E0,-7.189999819E-1
1.021798921E2,-1.291499972E0,3.201200008E0,-1.947199941E0
1.021898921E2,-1.947699904E0,3.177899837E0,-3.099999905E0
1.021998937E2,-2.353699923E0,3.119699955E0,-3.823299885E0
1.022098921E2,-2.277999878E0,2.963999987E0,-3.647799969E0
1.022198921E2,-1.919899940E0,2.791499853E0,-2.635499954E0
1.022298921E2,-1.430199981E0,2.632999897E0,-1.060899973E0
1.022398921E2,-9.423999786E-1,2.476699829E0,8.021999598E-1
1.022498921E2,-6.789999604E-1,2.066499949E0,2.148299932E0
1.022598921E2,-6.402999759E-1,1.597099900E0,2.947000027E0
1.022698921E2,-8.481000066E-1,1.118399978E0,3.315699816E0
1.022798921E2,-1.235800028E0,5.112999678E-1,3.280799866E0
1.022898921E2,-1.648699999E0,-1.053999960E-1,2.733799934E0
1.022998921E2,-1.846799970E0,-5.748000145E-1,2.077999830E0
1.023098921E2,-1.771299958E0,-9.070000052E-1,1.457700014E0
